LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Male,AM PIT BULL TERRIER,RED,BAKER RED,15209,2099,2015-01-06T15:30:44
Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,RALEIGH,15147,2099,2016-02-26T12:40:48
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,CALLIE,15215,2099,2016-02-26T14:08:02
Dog Lifetime Neutered Male,BOXER,WHITE/BROWN,CAESAR,15234,2099,2016-02-26T16:11:13
Dog Lifetime Female,YORKSHIRE TERRIER,BLACK/SILVER,PIXIE,15235,2099,2016-02-26T16:17:25
Dog Lifetime Spayed Female,BEAGLE MIX,BLACK,BELLA,15236,2099,2016-03-01T09:06:06
Dog Lifetime Duplicate,SHEPHERD MIX,BLACK/BROWN,PISTOL,15205,2099,2016-03-01T09:06:07
Dog Lifetime Spayed Female,AUS SHEPHERD,BLUE,LOLA,15102,2099,2016-03-01T09:06:07
Dog Senior Lifetime Neutered Male,ENG SETTER,SPOTTED,LUCKY,15122,2099,2016-02-29T10:12:33
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BLACK WITH WHITE,ROCKY,15237,2099,2016-02-29T16:03:59
Dog Lifetime Neutered Male,GOLDENDOODLE,RED,GEORGE,15241,2099,2016-02-29T16:03:59
Dog Lifetime Neutered Male,BULLMASTIFF,BROWN,TANK,15143,2099,2016-03-01T09:56:39
Dog Lifetime Neutered Male,MIXED,TRI-COLOR,GENO,15214,2099,2016-03-01T10:12:55
Dog Lifetime Neutered Male,MIXED,SPOTTED,SPIKE,15101,2099,2016-03-01T10:30:04
Dog Senior Lifetime Neutered Male,GREAT DANE MIX,BLACK,ICHABAD,15076,2099,2016-03-01T14:03:11
Dog Lifetime Neutered Male,GER SHORTHAIR POINT,LIVER,CHARLIE BROWN,15234,2099,2016-03-01T14:03:11
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,BELLA,15239,2099,2016-03-01T14:03:11
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,BUDDY,15234,2099,2016-03-01T12:27:18
Dog Lifetime Female,GOLDEN RETRIEVER,GOLD,LYLA,15025,2099,2016-03-01T13:24:41
Dog Lifetime Neutered Male,BOXER,FAWN,JOE BOXER CARR II,15137,2099,2016-03-01T13:29:30
Dog Lifetime Spayed Female,AIREDALE TERRIER,BLACK/TAN,COCO,15241,2099,2016-03-01T13:34:33
Dog Lifetime Duplicate,GOLDENDOODLE,BLACK,ELVIS,15108,2099,2016-03-01T13:47:56
Dog Out of County Transfer - Lifetime,LAB MIX,WHITE/BLACK,KOBI,15034,2099,2016-03-01T13:55:02
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15234,2099,2016-03-01T14:23:56
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,LADY GODIVA,15234,2099,2016-03-01T14:23:56
Dog Lifetime Spayed Female,CAROLINA DOG,TAN,HARLEY,15106,2099,2016-03-01T16:08:31
Dog Lifetime Neutered Male,GOLDEN RETRIEV MIX,GOLD,DEWEY,15090,2099,2016-03-01T16:08:32
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,TRI-COLOR,JASMINE,15332,2099,2016-03-02T09:32:16
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BLUE,MIDNIGHT,15332,2099,2016-03-02T09:48:29
Dog Lifetime Neutered Male,SIB HUSKY MIX,WHITE/BROWN,BUDDY,15227,2099,2016-03-02T10:09:01
Dog Lifetime Male,TAG,WHITE/BROWN,BULL,15104,2099,2016-03-02T14:17:31
Dog Lifetime Neutered Male,GOLDEN RETRIEV MIX,BLACK,OSCAR,15075,2099,2016-03-02T10:40:25
Dog Lifetime Neutered Male,BRITTANY SPANIEL,WHITE/ORANGE,BRINKLEY,15136,2099,2016-03-02T14:17:31
Dog Lifetime Neutered Male,BRITTANY SPANIEL,WHITE/BROWN,MOCHA,15136,2099,2016-03-02T14:17:32
Dog Lifetime Neutered Male,LABRADOODLE,BROWN,TEDDY,15237,2099,2016-03-02T10:50:52
Dog Lifetime Neutered Male,MIXED,BLACK,ARTHUR,15209,2099,2016-03-02T11:03:34
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,MILO,15227,2099,2016-03-02T11:16:36
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,SOPHIE,15017,2099,2016-03-02T12:10:45
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,JACKSON,15017,2099,2016-03-02T12:10:45
Dog Lifetime Spayed Female,BEAGLE MIX,WHITE,TANA,15143,2099,2016-03-02T12:35:06
Dog Senior Lifetime Spayed Female,MORKIE,WHITE/BLACK,LADY BUG,15235,2099,2016-03-02T13:37:53
Dog Lifetime Spayed Female,CHIHUAHUA MIX,BLACK,RIPLEY,15106,2099,2016-03-02T12:46:12
Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,SOPHIE,15106,2099,2016-03-02T12:51:27
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,CREAM,RILEY,15044,2099,2016-03-02T14:02:29
Dog Lifetime Neutered Male,DOBERMAN MIX,BLACK/BROWN,ODIN,15236,2099,2016-03-02T14:02:29
Dog Lifetime Spayed Female,ENG SETTER,WHITE/RED,TESS,15143,2099,2016-03-02T14:02:30
Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE/BLACK,BRODY,15102,2099,2016-03-02T14:02:30
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,MOSES,15202,2099,2016-03-02T14:02:31
Dog Lifetime Neutered Male,PAPILLON,SABLE/WHITE,INDIANA JONES,15147,2099,2016-03-02T14:02:31
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/TAN,SYDNEY,15108,2099,2016-03-02T14:02:32
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,BELLA TRITSCHLER,15102,2099,2016-03-03T08:51:28
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,ROXY,15146,2099,2016-03-02T15:09:01
Dog Lifetime Neutered Male,COCKER SPANIEL,SPOTTED,FRECKLES,15136,2099,2016-03-02T16:23:02
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK,BEAR,15140,2099,2016-03-03T15:02:49
Dog Lifetime Neutered Male,TERRIER MIX,WHITE/TAN,MARTIN,15129,2099,2016-03-03T09:10:00
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,LUCY,15236,2099,2016-03-03T09:22:42
Dog Lifetime Neutered Male,MIXED,GREY,CHARLIE,15143,2099,2016-03-03T15:02:49
Dog Senior Lifetime Neutered Male,MIXED,GREY,CHARLIE,15143,2099,2016-03-03T15:02:49
Dog Lifetime Spayed Female,COCKAPOO,APRICOT,RITA,15071,2099,2016-03-03T15:02:50
Dog Lifetime Neutered Male,COCKAPOO,CREAM,MARCO,15071,2099,2016-03-03T15:02:50
Dog Out of County Transfer - Lifetime,BOXER MIX,BLACK,MIA,15236,2099,2016-03-03T09:45:21
Dog Lifetime Neutered Male,BOSTON TERRIER,BRINDLE,DOMINO,15024,2099,2016-03-03T15:02:51
Dog Lifetime Neutered Male,DACHSHUND,RED,WINSTON,15131,2099,2016-03-03T15:02:52
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MYLEE,15024,2099,2016-03-03T15:02:52
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,LEROY,15237,2099,2016-03-03T15:02:53
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BRINDLE,FLASH,15227,2099,2016-03-03T15:02:53
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,IVY,15235,2099,2019-05-29T12:42:39
Dog Senior Lifetime Neutered Male,MIXED,WHITE/TAN,ENZO,15237,2099,2019-05-29T12:52:29
Dog Lifetime Male,SHILOH GER SHEPHERD,WHITE,SHERLOCK,15084,2099,2019-05-29T12:56:40
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,ROYCE,15025,2099,2019-05-29T13:05:10
Dog Lifetime Male,GOLDENDOODLE,BROWN,BENNY,15238,2099,2019-05-29T13:13:26
Dog Lifetime Neutered Male,SHILOH GER SHEPHERD,BROWN,FINNEGAN,15044,2099,2019-05-29T14:18:41
Dog Lifetime Male,AKITA,GREY,BEAR,15235,2099,2019-05-29T14:18:42
Dog Lifetime Spayed Female,CHIHUAHUA MIX,WHITE/TAN,SUNNY,15116,2099,2019-05-29T14:18:42
Dog Lifetime Neutered Male,BEAGLE MIX,BLACK/BROWN,JACKIE,15102,2099,2019-05-29T14:18:43
Dog Senior Lifetime Neutered Male,GER SHEPHERD,WHITE,FALCO,15037,2099,2019-05-30T08:29:37
Dog Senior Lifetime Neutered Male,GER SHEPHERD,WHITE,FALCO,15037,2099,2019-05-29T15:20:18
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE/BLACK,RANGER,15237,2099,2019-05-30T08:29:40
Dog Lifetime Neutered Male,POODLE STANDARD,WHITE/BLACK,RANGER,15237,2099,2019-05-29T15:34:58
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BROWN,SUGAR,15102,2099,2019-05-29T15:48:42
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN,BEAR,15241,2099,2019-05-29T15:58:38
Dog Lifetime Spayed Female,POODLE MIN,BLACK,DAISY,15236,2099,2019-05-29T16:24:00
Dog Lifetime Neutered Male,BOXER,BRINDLE,JO JO HEDEEN,15068,2099,2019-05-30T09:08:10
Dog Lifetime Neutered Male,LABRADOODLE,BLACK,TONY,15126,2099,2019-05-30T09:30:33
Dog Lifetime Spayed Female,MIXED,TRI-COLOR,YETA,15126,2099,2019-05-30T09:30:33
Dog Lifetime Female,LABRADOR RETRIEVER,RED/BLONDE,ZELDA,15227,2099,2019-05-30T09:36:30
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HARLEY,15102,2099,2019-05-30T09:39:49
Dog Senior Lifetime Spayed Female,LAB MIX,WHITE,BELLE,15065,2099,2019-05-30T11:16:09
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,MUSHU,15071,2099,2019-05-30T11:16:10
Dog Lifetime Neutered Male,BASSET HOUND,WHITE/BLACK/BROWN,NORM,15205,2099,2019-05-30T11:16:11
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SAHARA,15003,2099,2019-05-30T11:16:12
Dog Lifetime Neutered Male,FRENCH BULLDOG,BRINDLE,STEVE,15037,2099,2019-05-30T11:16:13
Dog Senior Lifetime Neutered Male,POODLE STANDARD,BLACK,RILEY,15101,2099,2019-05-30T11:16:13
Dog Senior Lifetime Neutered Male,LAB MIX,BLACK,JACK,15237,2099,2019-05-30T11:16:14
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,GOLD,JILL,15237,2099,2019-05-30T11:16:14
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,RED,CHEWY,15239,2099,2019-05-30T11:16:15
Dog Senior Lifetime Neutered Male,TERRIER MIX,WHITE/BLACK,JACKSON,15129,2099,2019-05-30T11:16:16
Dog Senior Lifetime Spayed Female,LAB MIX,WHITE/BLACK,LUCY,15147,2099,2019-05-30T11:16:16
Dog Lifetime Neutered Male,BOXER MIX,BROWN,BOOMER,15116,2099,2019-05-30T12:53:21
Dog Lifetime Spayed Female,MIN AUS SHEPHERD,MULTI,SIENNA,15146,2099,2019-05-30T15:33:20
Dog Lifetime Spayed Female,MIN AUS SHEPHERD,MULTI,SIENNA,15146,2099,2019-05-30T13:08:56
Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,BLACK,WINSTON,15102,2099,2019-05-30T13:38:27
Dog Lifetime Spayed Female,MIXED,BLACK/TAN,CARLEE,15202,2099,2019-05-30T14:38:48
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15106,2099,2019-05-30T14:38:51
Dog Lifetime Duplicate,BEAGLE,WHITE/BLACK/BROWN,JACKSON,15139,2099,2019-05-30T14:38:51
Dog Lifetime Neutered Male,ENG SETTER,TRI-COLOR,T.J.,15227,2099,2019-05-30T14:38:51
Dog Lifetime Neutered Male,GOLDENDOODLE,GOLD,RINGO,15106,2099,2019-05-30T14:08:17
Dog Lifetime Spayed Female,TAG,BLACK,GEORGIA,15147,2099,2019-05-30T15:33:22
Dog Lifetime Spayed Female,TAG,BLACK,GEORGIA,15147,2099,2019-05-30T14:18:33
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BRUTUS,15057,2099,2019-05-30T14:38:53
Dog Senior Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,LEXI,15065,2099,2019-05-30T14:38:53
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,PEPPER/SIDNEY,15017,2099,2019-05-30T14:38:54
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,ZARA,15068,2099,2019-05-30T14:38:54
Dog Lifetime Neutered Male,GREAT DANE,WHITE,ZEUS,15129,2099,2019-05-30T15:22:53
Dog Lifetime Neutered Male,MIN AUS SHEPHERD,MULTI,LEO,15146,2099,2019-05-31T14:00:01
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,ANGEL,15235,2099,2019-05-31T14:00:02
Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE/BLACK/BROWN,HANA,15044,2099,2019-05-31T10:29:11
Dog Lifetime Male,CHIHUAHUA,SPOTTED,GIZMO,15133,2099,2019-05-31T12:15:51
Dog Lifetime Spayed Female,LAB MIX,BLACK,NOLA,15122,2099,2019-05-31T12:20:54
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,YELLOW,ARLO,15239,2099,2019-05-31T14:00:04
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,BOWIE,15143,2099,2019-05-31T14:00:04
Dog Lifetime Spayed Female,TERRIER MIX,BLACK,REIGN,15122,2099,2019-05-31T12:26:20
Dog Lifetime Neutered Male,SHEPHERD MIX,WHITE/BLACK,LINKIN PARKER,15227,2099,2019-05-31T14:00:05
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,CHARLIE,15241,2099,2019-05-31T12:30:03
Dog Lifetime Spayed Female,GOLDENDOODLE,APRICOT,IZZY,15237,2099,2019-05-31T14:00:05
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/GREY,JAXSON,15057,2099,2019-05-31T14:00:13
Dog Lifetime Spayed Female,MIN PINSCHER,BLACK,EMMIE,15237,2099,2019-05-31T15:22:35
Dog Lifetime Neutered Male,AUS SHEPHERD,BLACK/TAN/WHITE,BERNIE WAYNE,15135,2099,2019-05-31T15:50:03
Dog Senior Lifetime Spayed Female,W HGHLND WH TERRIER,WHITE,ALEXIS LEIGH,15090,2099,2019-05-31T15:58:30
Dog Lifetime Spayed Female,ROTTWEILER,BLUE/TAN,RYN,15104,2099,2019-05-31T16:05:19
Dog Lifetime Spayed Female,CHIHUAHUA,TRI-COLOR,MAXINE,15147,2099,2019-05-31T16:15:20
Dog Senior Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,BRIDGET,15241,2099,2019-05-31T16:20:18
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,ROSIE,15024,2099,2019-06-03T10:12:48
Dog Lifetime Spayed Female,CHIHUAHUA,TAN,THELMA,15084,2099,2019-06-03T10:17:54
Dog Lifetime Spayed Female,CHIHUAHUA MIX,RUST,LOUISE,15084,2099,2019-06-03T10:17:54
Dog Lifetime Spayed Female,MIN PINSCHER,BLACK/TAN,ELIVIRA,15084,2099,2019-06-03T10:17:54
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK,BETTY,16046,2099,2019-06-03T10:18:07
Dog Lifetime Spayed Female,SCHNAUZER MIN,SALT/PEPPER,WILLOW,15241,2099,2019-06-03T10:26:34
Dog Senior Lifetime Neutered Male,LAB MIX,WHITE/BLACK,TUCKER,15037,2099,2019-06-03T11:10:49
Dog Senior Lifetime Neutered Male,POODLE STANDARD,BLACK,JOHN PHILLIP,15221,2099,2019-06-03T11:18:32
Dog Lifetime Neutered Male,LAB MIX,WHITE/BLACK,FLASH,15101,2099,2019-06-03T11:22:09
Dog Lifetime Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,PARTER,15146,2099,2019-06-03T11:32:29
Dog Senior Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,DAISY,15108,2099,2019-06-03T12:09:20
Dog Lifetime Neutered Male,ROTTWEILER,BLACK/BROWN,BRUTUS,15237,2099,2019-06-03T12:21:27
Dog Lifetime Spayed Female,LABRADOODLE,BLACK,KESHA,15214,2099,2019-06-03T13:35:48
Dog Lifetime Neutered Male,LAB MIX,WHITE,BELIKIN,15065,2099,2019-06-03T13:20:12
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,QUETZAL,15238,2099,2019-06-03T13:20:12
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE,MAUI,15044,2099,2019-06-03T13:20:13
Dog Lifetime Neutered Male,JACK RUSSEL TERRIER,WHITE,MOOSE,15044,2099,2019-06-03T13:20:13
Dog Lifetime Spayed Female,POMERANIAN,BLACK/RED,GYPSY,15239,2099,2019-06-03T13:29:06
Dog Senior Lifetime Neutered Male,ROTTWEILER,BLACK/BROWN,BREWZER,15037,2099,2019-06-03T13:52:24
Dog Lifetime Male,BEAGLE,BLACK/TAN,MILO,15237,2099,2019-06-03T14:28:27
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TOTH,15143,2099,2019-06-03T14:52:13
Dog Lifetime Male,SHIH TZU MIX,WHITE,YOGI,15057,2099,2019-06-03T15:03:42
Dog Out of County Transfer - Lifetime,GOLDEN RETRIEVER,TAN,MAX,15241,2099,2019-06-03T15:16:43
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,RUBY SUE,15046,2099,2019-06-04T10:28:04
Dog Senior Lifetime Neutered Male,SHIH TZU,LIVER,JJ,15025,2099,2019-06-04T14:26:23
Dog Lifetime Male,BULL TERRIER,WHITE,SCHROEDER,15139,2099,2019-06-04T13:33:47
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK,COCO,15122,2099,2019-06-04T14:26:24
Dog Lifetime Neutered Male,BERNESE MTN DOG,MULTI,FRANKLIN,15237,2099,2019-06-04T13:38:32
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK,NALA,15132,2099,2019-06-04T14:28:49
Dog Lifetime Neutered Male,POODLE MIX,WHITE,ELWOOD,15243,2099,2019-06-04T14:28:50
Dog Lifetime Neutered Male,POODLE MIX,APRICOT,JAKE,15243,2099,2019-06-04T14:28:50
Dog Lifetime Neutered Male,FRENCH BULLDOG,WHITE/BLACK,DROGO,15237,2099,2019-06-04T14:28:51
Dog Lifetime Spayed Female,MIXED,BRINDLE,FINDLAY,15116,2099,2019-06-04T14:52:07
Dog Lifetime Spayed Female,MIXED,SPOTTED,NORA,15116,2099,2019-06-04T14:52:07
Dog Lifetime Neutered Male,ROTTWEILER,BROWN,LOU,15026,2099,2019-06-04T15:12:22
Dog Lifetime Duplicate,LAB MIX,WHITE/BLACK/BROWN,STANLEY,15205,2099,2019-06-04T15:57:46
Dog Lifetime Duplicate,WEIMARANER,GREY,SCHROEDER,15239,2099,2019-06-05T10:08:32
Dog Lifetime Duplicate,WEIMARANER,GREY,SCHROEDER,15239,2099,2019-06-05T10:08:32
Dog Lifetime Male,AM PIT BULL TERRIER,WHITE/BLACK,LOKI THOMAS,15133,2099,2019-06-05T10:55:53
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,FERGIE,15116,2099,2019-06-05T11:32:24
Dog Lifetime Spayed Female,TAG,BLACK/TAN,MUFFIN,15216,2099,2019-06-05T12:18:22
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,MURPHY BROWN,15209,2099,2019-06-05T12:27:05
Dog Lifetime Female,LABRADOR RETRIEVER,CHOCOLATE,AMELIA LOUISE ERNHAR,15238,2099,2019-06-05T13:46:43
Dog Lifetime Female,LABRADOR RETRIEVER,BROWN,HAZEL,15238,2099,2019-06-05T13:46:43
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,DAISY,15116,2099,2019-06-05T13:46:43
Dog Lifetime Neutered Male,GER SHEPHERD MIX,TAN,MARLEY,15090,2099,2019-06-05T13:26:01
Dog Lifetime Neutered Male,GOLDENDOODLE,BLACK,APOLLO,15143,2099,2019-06-05T13:57:58
Dog Lifetime Duplicate,LAB MIX,BLACK WITH WHITE,PUCK,15218,2099,2019-06-05T14:05:22
Dog Lifetime Spayed Female,CHIHUAHUA,BROWN,LILY,15140,2099,2019-06-05T14:29:56
Dog Lifetime Spayed Female,PUG,BLACK/FAWN,CANNOLI,15108,2099,2019-06-05T14:32:00
Dog Lifetime Female,SHIH TZU,OTHER,IRIS,15017,2099,2019-06-05T14:43:16
Dog Lifetime Spayed Female,BOXER MIX,BRINDLE,JADE,15135,2099,2019-06-05T14:52:00
Dog Lifetime Spayed Female,GOLDENDOODLE,GOLD,MAISY GRACE,15237,2099,2019-06-05T15:04:55
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,MAGGIE MAE,15017,2099,2019-06-05T15:38:22
Dog Lifetime Neutered Male,MALTESE MIX,WHITE/BLACK,ZEUS,15065,2099,2019-06-06T10:10:31
Dog Senior Lifetime Neutered Male,GOLDENDOODLE,WHITE,CASH,15237,2099,2019-06-06T11:54:58
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,ROMEO,15228,2099,2019-06-06T12:04:55
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,WAYNE,15236,2099,2019-06-06T12:10:41
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15025,2099,2019-06-06T14:49:39
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,BLACK/TAN,LAYLA,15239,2099,2019-06-06T14:49:40
Dog Lifetime Spayed Female,COLLIE,WHITE/BLACK/BROWN,NIKO,15056,2099,2019-06-06T14:49:40
Dog Lifetime Spayed Female,GOLDENDOODLE,BROWN,MILLIE,15228,2099,2019-06-06T16:02:56
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BANFF,15238,2099,2019-06-06T16:12:53
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,PENNY,15122,2099,2019-06-06T16:19:12
Dog Lifetime Neutered Male,GREAT DANE MIX,WHITE/BLACK,MURPHY,15044,2099,2019-06-07T12:02:35
Dog Lifetime Neutered Male,COCKAPOO,WHITE/TAN,CLYDE,15237,2099,2019-06-07T12:12:11
Dog Lifetime Spayed Female,NEWFOUNDLAND,BLACK,WINTER,15143,2099,2019-06-07T12:18:09
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,LUNA,15129,2099,2019-06-07T14:01:08
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,PENNY,15241,2099,2019-06-07T13:17:15
Dog Lifetime Neutered Male,MOUNTAIN CUR,BROWN,BURGERON,15238,2099,2019-06-07T14:01:11
Dog Senior Lifetime Neutered Male,MIXED,BLACK,GUS,15143,2099,2019-06-07T14:01:12
Dog Lifetime Female,NEWFOUNDLAND,BLACK,CROSBY,15241,2099,2019-06-07T14:01:13
Dog Lifetime Spayed Female,ENG COCKER SPANIEL,SPOTTED,MEADOW,15215,2099,2019-06-07T14:18:36
Dog Lifetime Spayed Female,TAG,WHITE/FAWN,ZOEY,15235,2099,2019-06-07T14:39:04
Dog Lifetime Neutered Male,AM PITT BULL MIX,WHITE,DRAX,15332,2099,2019-06-07T15:14:26
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/BLACK/BROWN,BANDIT,15236,2099,2019-06-10T13:49:53
Dog Lifetime Neutered Male,FRENCH BULLDOG,FAWN,MAGNUS,15101,2099,2019-06-10T13:49:54
Dog Lifetime Neutered Male,MIXED,FAWN,MORGAN JOSEPH,15235,2099,2019-06-10T13:49:56
Dog Lifetime Spayed Female,LAB MIX,BLACK/BROWN,PAISLEY,15137,2099,2019-06-10T13:49:57
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,BEIGE,SCOOTER,15241,2099,2019-06-10T13:49:58
Dog Lifetime Neutered Male,GREAT DANE MIX,BRINDLE,T. REX,15147,2099,2019-06-10T10:36:35
Dog Lifetime Neutered Male,COCKAPOO,RED,RUFUS,15017,2099,2019-06-10T10:36:36
Dog Senior Lifetime Spayed Female,POODLE MIX,WHITE/RED,PENNY,15065,2099,2019-06-10T10:36:37
Dog Lifetime Neutered Male,GOLDENDOODLE,TAN,COSMO,15205,2099,2019-06-10T13:50:00
Dog Lifetime Spayed Female,MIXED,BROWN,DAISY FRAWLEY,15024,2099,2019-06-10T10:36:38
Dog Lifetime Duplicate,BASSET HOUND,WHITE/BLACK/BROWN,RAYLAN,15229,2099,2019-06-10T11:13:22
Dog Lifetime Spayed Female,VIZSLA,RED,EDY,15044,2099,2019-06-10T13:50:02
Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,BEIGE,CHLOE,15044,2099,2019-06-10T13:50:02
Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BLACK,DANY COOPER,15057,2099,2019-06-10T11:54:54
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,WHISPER,15044,2099,2019-06-10T13:50:04
Dog Lifetime Spayed Female,ENGLISH MASTIFF,FAWN,MAGGIE,15046,2099,2019-06-10T12:34:25
Dog Lifetime Spayed Female,ENGLISH MASTIFF,FAWN,DAISY,15046,2099,2019-06-10T12:34:25
Dog Lifetime Spayed Female,MIXED,BROWN,MAPLE,15229,2099,2019-06-10T16:23:08
Dog Lifetime Spayed Female,MIXED,BROWN,MAPLE,15229,2099,2019-06-10T15:17:01
Dog Lifetime Spayed Female,HOUND MIX,SPOTTED,ADDIE,15106,2099,2019-06-10T15:47:46
Dog Lifetime Spayed Female,TAG,WHITE/RED,GINGER,15101,2099,2019-06-10T16:19:14
Dog Lifetime Male,CHIHUAHUA,BLACK/TAN,TIKI,15122,2099,2019-06-11T10:00:32
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,SASHA,15220,2099,2019-06-11T10:19:35
Dog Senior Lifetime Spayed Female,LAB MIX,RED,RIVER,15229,2099,2019-06-11T14:17:57
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,ELLIE,15106,2099,2019-06-11T14:17:57
Dog Senior Lifetime Neutered Male,CHIHUAHUA MIX,BLACK/BROWN,BALOO,15017,2099,2019-06-11T12:12:03
Dog Senior Lifetime Male,GER SHEPHERD,BLACK/BROWN,ZEUS,15137,2099,2019-06-11T12:39:07
Dog Lifetime Spayed Female,JINDO,WHITE,KIARA,15236,2099,2019-06-11T12:43:28
Dog Senior Lifetime Female,AM PITT BULL MIX,WHITE/BLACK,OREO,15140,2099,2019-06-11T12:48:55
Dog Senior Lifetime Spayed Female,PEKINGESE,WHITE/BLACK,LUCY,15229,2099,2019-06-11T14:17:59
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,DAISY,15237,2099,2019-06-11T14:17:59
Dog Lifetime Neutered Male,PUG,BLACK,PUMPKIN,15237,2099,2019-06-11T13:49:25
Dog Lifetime Neutered Male,PUGGLE,TAN,TJ,15131,2099,2019-06-11T14:18:00
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BROWN,ELEE,15228,2099,2019-06-11T14:18:01
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK,RAMSAY,15090,2099,2019-06-11T14:36:04
